ORG_LEVEL,CITY,AREA,DISTRICT,SECTOR,SAFETY,TRUST,START_DATE,END_DATE
Other,chicago,area_3,18,1820,58.48,68.78,09/01/2019,09/30/2019
Other,chicago,area_5,17,1710,72.91,60.57,01/01/2018,01/31/2018
Other,chicago,area_4,11,1110,43.61,39.62,04/01/2020,04/30/2020
Other,chicago,SOUTH,,,61.01,58.37,04/21/2019,04/27/2019
Other,chicago,,,,52.6,59,01/01/2021,01/31/2021
Other,chicago,area_2,6,,51.83,39.77,11/01/2018,11/30/2018
Other,chicago,area_5,17,1710,69.39,68.46,10/01/2018,10/31/2018
Other,chicago,,,,59.14,56.58,10/07/2018,10/13/2018
Other,chicago,,,,59.14,56.58,10/07/2018,10/13/2018
Other,chicago,SOUTH,,,58.38,51.3,11/04/2018,11/10/2018
Other,chicago,area_1,,,52.03,49.78,01/01/2019,01/31/2019
Other,chicago,area_5,25,2540,57.86,61.16,01/01/2021,01/31/2021
Other,chicago,area_3,20,2020,67.16,67.88,01/01/2019,01/31/2019
Other,chicago,area_3,24,2420,69.34,60.95,11/01/2019,11/30/2019
Other,chicago,area_3,24,2420,54.01,58.72,03/01/2020,03/31/2020
Other,chicago,area_3,1,120,64.66,72.02,12/01/2019,12/31/2019
Other,chicago,area_5,14,1420,57.91,61.5,10/01/2020,10/31/2020
Other,chicago,area_3,1,110,63.55,76.17,09/01/2019,09/30/2019
Other,chicago,area_2,22,,61.59,61.3,01/01/2019,01/31/2019
Other,chicago,area_4,10,1010,42.25,47.51,12/01/2018,12/31/2018
Other,chicago,area_2,4,430,57.92,59.42,02/01/2018,02/28/2018
Other,chicago,area_4,11,1130,45.97,40.57,11/01/2018,11/30/2018
Other,chicago,area_4,,,54.45,54.77,05/01/2018,05/31/2018
Other,chicago,area_3,20,2030,68.53,65.85,05/01/2019,05/31/2019
Other,chicago,area_4,11,1130,45.15,40.83,07/01/2019,07/31/2019
Other,chicago,area_1,7,710,50.93,44.06,10/01/2019,10/31/2019
Other,chicago,area_1,7,710,52.66,47.06,02/01/2019,02/28/2019
Other,chicago,area_3,1,110,59.89,69.99,01/01/2020,01/31/2020
Other,chicago,area_3,20,2030,72.59,67.83,01/01/2019,01/31/2019
Other,chicago,area_5,16,1610,73.64,76.64,07/01/2018,07/31/2018
Other,chicago,area_2,5,520,59.19,48.82,03/01/2018,03/31/2018
Other,chicago,area_1,7,730,47.63,52.13,10/01/2020,10/31/2020
Other,chicago,area_3,20,2020,67.98,59.22,05/01/2018,05/31/2018
Other,chicago,area_3,12,1230,66.43,61.64,03/01/2018,03/31/2018
Other,chicago,area_1,2,230,60.27,43.9,09/01/2020,09/30/2020
Other,chicago,area_4,15,,55.73,47.9,02/01/2018,02/28/2018
Other,chicago,area_1,7,720,60.13,56.25,05/01/2018,05/31/2018
Other,chicago,area_4,15,1530,39.34,38.41,05/01/2019,05/31/2019
Other,chicago,area_4,15,,57.35,50.06,04/01/2018,04/30/2018
Other,chicago,area_3,1,110,75.97,78.62,05/01/2019,05/31/2019
Other,chicago,area_2,4,430,51.76,61.34,02/01/2021,02/28/2021
Other,chicago,area_4,11,1120,45.22,37.85,04/01/2019,04/30/2019
Other,chicago,area_4,11,1130,51.42,50.95,11/01/2017,11/30/2017
Other,chicago,area_1,2,230,55.54,55.07,07/01/2018,07/31/2018
Other,chicago,area_3,18,1810,68.87,62.86,05/01/2018,05/31/2018
Other,chicago,area_3,24,2430,66.71,66.81,02/01/2019,02/28/2019
Other,chicago,,,,62.18,59.48,12/01/2017,12/31/2017
Other,chicago,area_4,11,1130,45.76,63.08,07/01/2020,07/31/2020
Other,chicago,area_3,20,2030,67.45,60.61,01/01/2021,01/31/2021
Other,chicago,area_3,19,1910,69.88,69.16,08/01/2018,08/31/2018
Other,chicago,area_4,10,1030,63.04,60.88,01/01/2018,01/31/2018
Other,chicago,area_1,3,310,55.52,61.5,04/01/2020,04/30/2020
Other,chicago,area_3,19,1930,64.67,72.12,04/01/2020,04/30/2020
Other,chicago,area_3,20,2010,68.78,73.7,12/01/2019,12/31/2019
Other,chicago,area_4,15,1510,48.92,55.25,09/01/2019,09/30/2019
Other,chicago,area_5,17,1730,64.56,60.58,06/01/2018,06/30/2018
Other,chicago,area_5,25,2510,59.95,61.8,11/01/2018,11/30/2018
Other,chicago,area_4,10,1010,44.72,47.36,09/01/2020,09/30/2020
Other,chicago,area_1,9,930,45.38,55.21,11/01/2019,11/30/2019
Other,chicago,area_5,17,1710,65.57,71.16,12/01/2020,12/31/2020
Other,chicago,area_5,17,1730,71.36,74.3,05/01/2019,05/31/2019
Other,chicago,area_5,17,1720,60.5,63.77,03/01/2020,03/31/2020
Other,chicago,CENTRAL,,,59.3,60.15,01/27/2019,02/02/2019
Other,chicago,area_5,17,,59.65,67.94,08/01/2020,08/31/2020
Other,chicago,area_1,7,710,51.51,55.74,02/01/2020,02/29/2020
Other,chicago,,,,58.24,56.35,01/01/2019,01/31/2019
Other,chicago,area_2,5,,50.84,48.81,01/01/2019,01/31/2019
Other,chicago,area_3,20,2010,65.08,71.59,08/01/2020,08/31/2020
Other,chicago,area_1,9,,51.3,59.03,09/01/2018,09/30/2018
Other,chicago,area_2,5,,41.27,45.77,03/01/2021,03/31/2021
Other,chicago,area_4,15,,43.53,41.44,05/01/2019,05/31/2019
Other,chicago,area_1,7,730,50.96,37.78,03/01/2019,03/31/2019
Other,chicago,area_2,22,2230,60.45,59.61,03/01/2019,03/31/2019
Other,chicago,area_5,25,2510,56.2,65.86,08/01/2019,08/31/2019
Other,chicago,area_3,18,1820,58.46,72.77,11/01/2020,11/30/2020
Other,chicago,area_2,6,610,47.24,45.32,01/01/2019,01/31/2019
Other,chicago,area_5,14,1410,60.94,64.96,09/01/2019,09/30/2019
Other,chicago,area_2,6,620,55.7,40.21,11/01/2018,11/30/2018
Other,chicago,area_5,14,,63.75,60.87,06/01/2019,06/30/2019
Other,chicago,area_5,17,1720,65.61,60.19,05/01/2019,05/31/2019
Other,chicago,area_5,14,1410,59.03,57.21,12/01/2019,12/31/2019
Other,chicago,area_5,,,62.33,67.37,12/01/2020,12/31/2020
Other,chicago,area_2,4,430,45.34,59.49,11/01/2019,11/30/2019
Other,chicago,area_5,16,1610,63.55,84.66,11/01/2020,11/30/2020
Other,chicago,area_2,22,2220,57.66,47.84,11/01/2018,11/30/2018
Other,chicago,area_4,15,1530,55.06,59.55,11/01/2017,11/30/2017
Other,chicago,area_2,4,420,46.9,44.58,09/01/2019,09/30/2019
Other,chicago,area_4,10,1030,51.68,62.25,04/01/2020,04/30/2020
Other,chicago,area_2,,,53.73,48.47,10/01/2018,10/31/2018
Other,chicago,area_5,16,1620,72.43,75.23,09/01/2018,09/30/2018
Other,chicago,area_5,25,2550,54.99,59.46,03/01/2018,03/31/2018
Other,chicago,area_1,9,930,51.29,62.08,12/01/2020,12/31/2020
Other,chicago,area_5,17,,68.82,60.36,01/01/2018,01/31/2018
Other,chicago,area_3,12,1210,60.37,60.1,01/01/2018,01/31/2018
Other,chicago,area_1,8,,58.21,70.93,03/01/2020,03/31/2020
Other,chicago,area_4,10,,52.13,54.04,09/01/2019,09/30/2019
Other,chicago,area_1,3,320,49.8,42.13,04/01/2019,04/30/2019
Other,chicago,area_2,4,430,58.89,55.75,04/01/2018,04/30/2018
Other,chicago,area_4,,,47.13,49.84,09/01/2019,09/30/2019
Other,chicago,area_1,2,210,59.09,59.86,07/01/2018,07/31/2018
Other,chicago,area_1,8,830,59.41,59.68,01/01/2019,01/31/2019
Other,chicago,area_4,15,1510,53.95,52.4,10/01/2018,10/31/2018
Other,chicago,area_1,3,330,49.38,51.62,07/01/2019,07/31/2019
Other,chicago,area_3,18,,70.82,69.17,01/01/2018,01/31/2018
Other,chicago,area_1,,,60.08,55.27,04/01/2018,04/30/2018
Other,chicago,area_3,20,2030,59.7,59.3,12/01/2020,12/31/2020
Other,chicago,area_3,18,1830,68.37,75.07,08/01/2018,08/31/2018
Other,chicago,area_2,4,410,45.09,46.83,02/01/2021,02/28/2021
Other,chicago,area_2,6,620,53.13,50.25,12/01/2019,12/31/2019
Other,chicago,area_3,19,1910,68.79,64.13,02/01/2018,02/28/2018
Other,chicago,area_2,4,420,53.39,53.46,01/01/2018,01/31/2018
Other,chicago,area_5,14,1420,68.76,65.11,03/01/2019,03/31/2019
Other,chicago,area_1,2,210,57.35,63.86,07/01/2020,07/31/2020
Other,chicago,area_2,4,,58.3,55.14,12/01/2017,12/31/2017
Other,chicago,area_5,25,2540,59.24,58.55,03/01/2018,03/31/2018
Other,chicago,area_3,1,120,69.24,61.34,06/01/2018,06/30/2018
Other,chicago,area_3,20,2010,72.76,67.96,01/01/2019,01/31/2019
Other,chicago,area_2,22,2220,55.81,65.16,03/01/2021,03/31/2021
Other,chicago,area_5,25,2510,56.68,70.25,05/01/2020,05/31/2020
Other,chicago,area_1,9,920,48.62,56.42,01/01/2019,01/31/2019
Other,chicago,area_5,16,1630,66.47,74.99,05/01/2020,05/31/2020
Other,chicago,area_3,,,67.89,65.36,01/01/2018,01/31/2018
Other,chicago,area_1,8,810,55.84,79.28,12/01/2020,12/31/2020
Other,chicago,CENTRAL,,,59.57,59.28,10/14/2018,10/20/2018
Other,chicago,area_5,25,2520,52.3,57.89,11/01/2017,11/30/2017
Other,chicago,area_5,16,,69.03,71.33,06/01/2019,06/30/2019
Other,chicago,area_5,16,1610,73.45,78.79,10/01/2019,10/31/2019
Other,chicago,NORTH,,,66.88,66.16,12/30/2018,01/05/2019
Other,chicago,area_2,6,620,50.69,46.08,08/01/2020,08/31/2020
Other,chicago,area_4,10,,50.23,62.05,02/01/2020,02/29/2020
Other,chicago,area_1,2,210,54.42,54.35,10/01/2019,10/31/2019
Other,chicago,area_1,9,920,50.11,61.37,04/01/2020,04/30/2020
Other,chicago,area_2,4,,53.88,59.59,05/01/2020,05/31/2020
Other,chicago,NORTH,,,62.65,66.14,10/21/2018,10/27/2018
Other,chicago,area_3,20,2020,63.02,65.57,04/01/2019,04/30/2019
Other,chicago,area_3,18,1830,42.78,81.71,09/01/2020,09/30/2020
Other,chicago,area_4,10,,50.04,58.86,03/01/2020,03/31/2020
Other,chicago,area_5,16,1650,67.73,77.24,10/01/2019,10/31/2019
Other,chicago,,,,59.74,58.1,02/03/2019,02/09/2019
Other,chicago,,,,59.74,58.1,02/03/2019,02/09/2019
Other,chicago,area_2,4,,48.49,56.82,09/01/2020,09/30/2020
Other,chicago,area_3,19,1930,58.41,65.9,03/01/2021,03/31/2021
Other,chicago,area_1,,,54.49,55.51,08/01/2018,08/31/2018
Other,chicago,area_3,20,,69.52,64.18,02/01/2019,02/28/2019
Other,chicago,area_1,8,820,48.49,54.06,05/01/2019,05/31/2019
Other,chicago,area_3,19,,62.5,71.58,11/01/2020,11/30/2020
Other,chicago,area_1,2,230,57.66,60.26,12/01/2020,12/31/2020
Other,chicago,area_3,19,1920,71.13,78.53,07/01/2019,07/31/2019
Other,chicago,area_1,3,310,48.75,57.26,06/01/2020,06/30/2020
Other,chicago,area_3,20,,72.32,69.54,03/01/2019,03/31/2019
Other,chicago,area_5,14,1430,55.04,68.2,06/01/2020,06/30/2020
Other,chicago,area_1,8,810,59.02,67.39,08/01/2019,08/31/2019
Other,chicago,area_1,7,730,49.72,54.56,07/01/2018,07/31/2018
Other,chicago,area_5,16,,72.02,72.77,07/01/2018,07/31/2018
Other,chicago,,,,58.61,55.22,09/02/2018,09/08/2018
Other,chicago,,,,58.61,55.22,09/02/2018,09/08/2018
Other,chicago,area_3,18,,49.25,77.73,09/01/2020,09/30/2020
Other,chicago,area_2,4,,57.52,51.45,05/01/2018,05/31/2018
Other,chicago,area_1,3,310,48.22,54.88,03/01/2021,03/31/2021
Other,chicago,area_3,24,2430,68.95,63.29,01/01/2018,01/31/2018
Other,chicago,area_3,1,120,60.72,65.74,02/01/2021,02/28/2021
Other,chicago,area_5,25,2520,56.79,65.44,06/01/2020,06/30/2020
Other,chicago,,,,54.32,59.73,10/01/2020,10/31/2020
Other,chicago,area_5,25,2510,69.45,68.54,02/01/2020,02/29/2020
Other,chicago,area_3,1,130,69.22,57.7,02/01/2018,02/28/2018
Other,chicago,area_4,10,,46.52,40.51,02/01/2019,02/28/2019
Other,chicago,area_1,8,,59.28,68.39,02/01/2020,02/29/2020
Other,chicago,area_4,11,1120,50.87,47.47,08/01/2018,08/31/2018
Other,chicago,area_2,4,,60.45,62.69,03/01/2020,03/31/2020
Other,chicago,NORTH,,,66.65,65.05,02/17/2019,02/23/2019
Other,chicago,area_2,6,,49.06,42.8,09/01/2018,09/30/2018
Other,chicago,NORTH,,,63.68,61.45,11/05/2017,11/11/2017
Other,chicago,area_4,15,1530,41.97,50.67,06/01/2020,06/30/2020
Other,chicago,area_1,8,810,58.93,78.6,07/01/2020,07/31/2020
Other,chicago,area_5,25,2510,60.41,70.05,10/01/2019,10/31/2019
Other,chicago,area_2,4,430,58.84,55.38,03/01/2018,03/31/2018
Other,chicago,NORTH,,,63.36,62.21,11/25/2018,12/01/2018
Other,chicago,area_3,20,2030,69.36,63.95,04/01/2018,04/30/2018
Other,chicago,area_3,1,110,73.04,77.52,01/01/2019,01/31/2019
Other,chicago,area_3,20,2030,74.31,68.53,03/01/2019,03/31/2019
Other,chicago,area_5,17,1710,64.16,73.79,07/01/2020,07/31/2020
Other,chicago,area_1,,,52.4,54.04,08/01/2019,08/31/2019
Other,chicago,area_4,10,1010,71.32,64.25,02/01/2018,02/28/2018
Other,chicago,area_4,11,1130,48.52,50.98,12/01/2019,12/31/2019
Other,chicago,area_5,14,1430,69.05,52.86,04/01/2018,04/30/2018
Other,chicago,area_4,10,1010,50.53,58.78,06/01/2020,06/30/2020
Other,chicago,area_5,17,1710,60,67.29,09/01/2020,09/30/2020
Other,chicago,area_3,20,2010,64.89,62.38,03/01/2021,03/31/2021
Other,chicago,area_5,17,1710,67.94,78.7,03/01/2020,03/31/2020
Other,chicago,area_5,16,1610,77.43,84.62,03/01/2019,03/31/2019
Other,chicago,,,,64.15,59.02,03/24/2019,03/30/2019
Other,chicago,NORTH,,,67.85,64.2,01/27/2019,02/02/2019
Other,chicago,area_3,18,1820,41.77,63.05,02/01/2021,02/28/2021
Other,chicago,area_2,4,,61.05,65.15,04/01/2020,04/30/2020
Other,chicago,area_5,25,2540,52.9,58.48,03/01/2019,03/31/2019
Other,chicago,area_5,14,1410,65.82,60.04,09/01/2018,09/30/2018
Other,chicago,area_5,,,65.15,62.86,12/01/2017,12/31/2017
Other,chicago,CENTRAL,,,66.27,53.81,05/20/2018,05/26/2018
Other,chicago,area_2,,,56.33,60.73,02/01/2020,02/29/2020
Other,chicago,area_4,15,1510,50.98,55.84,01/01/2020,01/31/2020
Other,chicago,area_2,6,610,55.6,51.74,07/01/2018,07/31/2018
Other,chicago,area_3,24,2420,60.85,69.37,03/01/2021,03/31/2021
Other,chicago,area_3,20,2020,70.74,68.88,08/01/2018,08/31/2018
Other,chicago,area_3,18,1810,70.09,61.57,04/01/2018,04/30/2018
Other,chicago,area_5,25,2510,66.99,68.68,02/01/2019,02/28/2019
Other,chicago,area_1,9,920,47.84,56.36,08/01/2019,08/31/2019
Other,chicago,area_3,12,1230,51.82,69.18,12/01/2019,12/31/2019
Other,chicago,area_3,19,1920,72.97,61.78,11/01/2017,11/30/2017
Other,chicago,SOUTH,,,48.63,46.51,01/13/2019,01/19/2019
Other,chicago,area_3,24,2430,63.59,61.25,05/01/2019,05/31/2019
Other,chicago,area_1,2,210,63.17,56.41,04/01/2018,04/30/2018
Other,chicago,area_4,,,48.62,48.21,11/01/2018,11/30/2018
Other,chicago,area_4,10,1030,51.17,40.49,10/01/2020,10/31/2020
Other,chicago,,,,55.73,58.86,09/01/2019,09/30/2019
Other,chicago,area_3,19,,71.29,70.82,07/01/2018,07/31/2018
Other,chicago,area_3,18,,65.96,67.26,11/01/2017,11/30/2017
Other,chicago,area_3,12,1230,66,62.98,10/01/2018,10/31/2018
Other,chicago,area_5,16,,69.15,78.55,03/01/2020,03/31/2020
Other,chicago,area_5,16,1630,67.83,67.33,10/01/2018,10/31/2018
Other,chicago,area_1,8,,63.53,66.06,11/01/2019,11/30/2019
Other,chicago,area_1,9,,51.84,71.05,07/01/2020,07/31/2020
Other,chicago,area_3,19,1920,70.44,68.86,03/01/2019,03/31/2019
Other,chicago,area_5,25,2510,67.55,69.73,11/01/2019,11/30/2019
Other,chicago,area_3,1,120,76.59,70.02,02/01/2018,02/28/2018
Other,chicago,area_5,25,2510,64.37,63.48,01/01/2018,01/31/2018
Other,chicago,area_1,7,730,43.62,40.62,05/01/2019,05/31/2019
Other,chicago,area_3,1,,50.46,70.2,12/01/2020,12/31/2020
Other,chicago,area_3,1,110,78.26,78.74,07/01/2019,07/31/2019
Other,chicago,area_4,10,1020,54.8,57.15,01/01/2018,01/31/2018
Other,chicago,area_1,2,,58.39,62.8,01/01/2020,01/31/2020
Other,chicago,area_3,24,,61.41,63.04,08/01/2020,08/31/2020
Other,chicago,,,,64.28,56.13,03/25/2018,03/31/2018
Other,chicago,,,,64.28,56.13,03/25/2018,03/31/2018
Other,chicago,area_1,2,230,49.86,50.22,06/01/2018,06/30/2018
Other,chicago,area_4,10,1030,58.22,58.51,12/01/2020,12/31/2020
Other,chicago,area_2,6,610,43.26,60.33,09/01/2019,09/30/2019
Other,chicago,area_3,12,1230,58.56,61.44,08/01/2019,08/31/2019
Other,chicago,area_3,1,,59.19,64.3,02/01/2020,02/29/2020
Other,chicago,area_2,5,510,54.43,60.41,12/01/2020,12/31/2020
Other,chicago,area_3,18,1830,59.88,75.67,11/01/2019,11/30/2019
Other,chicago,area_3,20,,70.34,63.79,06/01/2018,06/30/2018
Other,chicago,area_5,17,1720,65.63,68.34,10/01/2018,10/31/2018
Other,chicago,area_1,3,310,53.71,50.78,01/01/2020,01/31/2020
Other,chicago,area_5,25,2540,56.36,61.45,08/01/2020,08/31/2020
Other,chicago,area_5,14,,66.73,55.56,04/01/2018,04/30/2018
Other,chicago,area_5,25,2550,57.35,59.94,02/01/2018,02/28/2018
Other,chicago,CENTRAL,,,60.06,60.19,09/30/2018,10/06/2018
Other,chicago,area_4,15,1520,46.39,50.94,01/01/2020,01/31/2020
Other,chicago,area_5,25,2510,57.95,71.28,08/01/2020,08/31/2020
Other,chicago,area_4,15,1530,48.62,41.22,04/01/2019,04/30/2019
Other,chicago,area_2,5,,46.92,55.47,11/01/2020,11/30/2020
Other,chicago,area_2,4,,49.99,48.66,09/01/2019,09/30/2019
Other,chicago,area_3,24,2410,64.88,67.09,11/01/2018,11/30/2018
Other,chicago,area_3,1,110,75.66,70.62,02/01/2018,02/28/2018
Other,chicago,area_3,12,,63.74,63.67,02/01/2019,02/28/2019
Other,chicago,CENTRAL,,,64.87,58.48,04/08/2018,04/14/2018
Other,chicago,area_3,24,2410,66.32,77.18,12/01/2017,12/31/2017
Other,chicago,area_1,2,,60.8,56.17,09/01/2019,09/30/2019
Other,chicago,area_4,10,1020,50.95,56.78,07/01/2018,07/31/2018
Other,chicago,area_3,12,,57.58,61.22,10/01/2019,10/31/2019
Other,chicago,area_1,7,710,50.77,48.75,11/01/2020,11/30/2020
Other,chicago,area_1,9,920,58.3,65.62,01/01/2020,01/31/2020
Other,chicago,area_4,11,,49.01,47.36,01/01/2021,01/31/2021
Other,chicago,area_1,3,,52.3,47.8,08/01/2018,08/31/2018
Other,chicago,area_5,25,2520,51.88,69.53,02/01/2021,02/28/2021
Other,chicago,area_3,12,1230,61.5,67.93,05/01/2020,05/31/2020
Other,chicago,area_2,6,630,60.09,61.68,02/01/2020,02/29/2020
Other,chicago,area_3,12,1210,63.43,64.06,09/01/2018,09/30/2018
Other,chicago,area_5,25,2540,63.8,60.46,05/01/2019,05/31/2019
Other,chicago,area_5,25,2530,60.1,65.58,06/01/2020,06/30/2020
Other,chicago,area_5,25,2550,55.94,52.14,01/01/2019,01/31/2019
Other,chicago,CENTRAL,,,61.92,59.95,02/24/2019,03/02/2019
Other,chicago,area_2,22,2220,54.72,61.6,09/01/2020,09/30/2020
Other,chicago,area_3,12,1220,62.28,50.04,01/01/2019,01/31/2019
Other,chicago,area_1,2,,46.3,53.32,03/01/2021,03/31/2021
Other,chicago,area_2,5,,51.86,50.72,12/01/2019,12/31/2019
Other,chicago,area_1,8,,62.2,54.3,05/01/2018,05/31/2018
Other,chicago,area_2,5,510,52.95,58.48,01/01/2020,01/31/2020
Other,chicago,area_2,4,,49.81,57.83,01/01/2021,01/31/2021
Other,chicago,area_2,6,,59.87,54.32,06/01/2018,06/30/2018
Other,chicago,area_4,11,1120,62.21,55.95,04/01/2018,04/30/2018
Other,chicago,area_2,6,,54.28,48.67,12/01/2020,12/31/2020
Other,chicago,area_1,7,730,47.18,43.06,06/01/2019,06/30/2019
Other,chicago,area_3,1,110,50.67,73.56,01/01/2021,01/31/2021
Other,chicago,area_4,11,1110,39.76,59.52,08/01/2020,08/31/2020
Other,chicago,area_2,5,520,45.88,58.42,11/01/2020,11/30/2020
Other,chicago,area_2,5,530,38.16,39.7,07/01/2019,07/31/2019
Other,chicago,area_1,3,310,53.98,55.41,02/01/2020,02/29/2020
Other,chicago,area_5,17,,60.68,71.37,01/01/2020,01/31/2020
Other,chicago,NORTH,,,67.25,60.87,01/21/2018,01/27/2018
Other,chicago,area_2,5,520,47.14,55.83,01/01/2021,01/31/2021
Other,chicago,area_5,14,1420,56.69,60.9,04/01/2021,04/30/2021
Other,chicago,area_2,,,47.31,58.23,04/01/2021,04/30/2021
Other,chicago,area_2,5,510,35.51,47.52,04/01/2021,04/30/2021
Other,chicago,area_4,11,1110,42.63,46.38,04/01/2021,04/30/2021
Other,chicago,area_1,9,930,46.02,63.57,04/01/2021,04/30/2021
Other,chicago,area_5,16,1620,55.97,79.77,04/01/2021,04/30/2021
Other,chicago,area_3,18,1810,59.91,69.91,04/01/2021,04/30/2021
Other,chicago,area_5,25,2530,61.28,68.01,04/01/2021,04/30/2021
Other,chicago,area_3,1,,52.8,70.22,04/01/2021,04/30/2021
Other,chicago,area_2,4,420,58.24,55.12,04/01/2021,04/30/2021
Other,chicago,area_2,4,430,65.13,72.28,04/01/2021,04/30/2021
Other,chicago,area_4,11,1120,41.9,42.62,04/01/2021,04/30/2021
Other,chicago,area_3,24,,53.58,63.68,04/01/2021,04/30/2021
Other,chicago,area_5,,,58.68,68.99,04/01/2021,04/30/2021
Other,chicago,area_1,9,920,48.87,62.26,04/01/2021,04/30/2021
Other,chicago,area_3,18,1830,43.17,72.21,04/01/2021,04/30/2021
Other,chicago,area_5,25,2540,54.46,59.71,04/01/2021,04/30/2021
Other,chicago,area_3,,,57.03,64.12,04/01/2021,04/30/2021
Other,chicago,area_5,16,1610,67.49,86.59,04/01/2021,04/30/2021
Other,chicago,area_5,14,1410,59.09,61.08,04/01/2021,04/30/2021
Other,chicago,area_5,17,1720,62.61,62.59,04/01/2021,04/30/2021
Other,chicago,area_3,18,,51.14,68.94,04/01/2021,04/30/2021
Other,chicago,area_1,8,820,49.2,57.17,04/01/2021,04/30/2021
Other,chicago,area_2,5,,41.68,51.86,04/01/2021,04/30/2021
Other,chicago,area_4,10,1030,53.05,67.88,04/01/2021,04/30/2021
Other,chicago,area_3,19,1910,63.85,64.77,04/01/2021,04/30/2021
Other,chicago,area_1,8,,50.83,65.32,04/01/2021,04/30/2021
Other,chicago,area_3,18,1820,50.34,64.71,04/01/2021,04/30/2021
Other,chicago,area_1,3,320,43.71,51.85,04/01/2021,04/30/2021
Other,chicago,area_5,16,,62.02,81.41,04/01/2021,04/30/2021
Other,chicago,area_1,7,710,46.76,42.34,04/01/2021,04/30/2021
Other,chicago,area_2,6,620,34.19,51.18,04/01/2021,04/30/2021
Other,chicago,area_3,1,110,50.91,67.62,04/01/2021,04/30/2021
Other,chicago,area_1,8,810,45.5,75.3,04/01/2021,04/30/2021
Other,chicago,area_5,16,1650,65.46,84.97,04/01/2021,04/30/2021
Other,chicago,,,,51.22,59.51,04/01/2021,04/30/2021
Other,chicago,area_5,14,,55.58,62.47,04/01/2021,04/30/2021
Other,chicago,area_3,12,,55.78,53.33,04/01/2021,04/30/2021
Other,chicago,area_5,16,1630,59.16,74.32,04/01/2021,04/30/2021
Other,chicago,area_2,5,520,45.62,53.75,04/01/2021,04/30/2021
Other,chicago,area_3,24,2410,48.8,63.35,04/01/2021,04/30/2021
Other,chicago,area_3,20,2010,68.51,62.96,04/01/2021,04/30/2021
Other,chicago,area_3,20,2030,68.37,57.36,04/01/2021,04/30/2021
Other,chicago,area_1,2,210,56.08,62.62,04/01/2021,04/30/2021
Other,chicago,area_1,3,310,42.96,45.39,04/01/2021,04/30/2021
Other,chicago,area_3,20,2020,63.21,68.92,04/01/2021,04/30/2021
Other,chicago,area_4,11,,44.35,46.48,04/01/2021,04/30/2021
Other,chicago,area_3,12,1210,53.52,57.8,04/01/2021,04/30/2021
Other,chicago,area_2,22,2210,58.33,86.82,04/01/2021,04/30/2021
Other,chicago,area_4,11,1130,48.52,50.44,04/01/2021,04/30/2021
Other,chicago,area_3,19,1920,67.13,61.95,04/01/2021,04/30/2021
Other,chicago,area_1,8,830,57.79,63.48,04/01/2021,04/30/2021
Other,chicago,area_5,17,1710,63.11,64.83,04/01/2021,04/30/2021
Other,chicago,area_2,4,,55.8,57.67,04/01/2021,04/30/2021
Other,chicago,area_1,2,,48.65,56.08,04/01/2021,04/30/2021
Other,chicago,area_1,2,230,46.94,52.53,04/01/2021,04/30/2021
Other,chicago,area_5,25,2520,48.46,64.38,04/01/2021,04/30/2021
Other,chicago,area_5,25,2510,60.51,75.44,04/01/2021,04/30/2021
Other,chicago,area_2,22,2230,56.58,72.78,04/01/2021,04/30/2021
Other,chicago,area_1,3,,43.94,47.31,04/01/2021,04/30/2021
Other,chicago,area_4,10,,47.68,57.47,04/01/2021,04/30/2021
Other,chicago,area_3,24,2420,55.46,65.33,04/01/2021,04/30/2021
Other,chicago,area_1,,,47.36,55.04,04/01/2021,04/30/2021
Other,chicago,area_1,3,330,45.16,44.69,04/01/2021,04/30/2021
Other,chicago,area_3,19,1930,55.57,69.64,04/01/2021,04/30/2021
