ORG_LEVEL,CITY,AREA,DISTRICT,SECTOR,SAFETY,TRUST,START_DATE,END_DATE
Other,chicago,SOUTH,,,56.95,52.05,02/11/2018,02/17/2018
Other,chicago,area_3,20,2010,66.55,67.29,11/01/2020,11/30/2020
Other,chicago,SOUTH,,,54.69,47.94,10/07/2018,10/13/2018
Other,chicago,area_5,17,1730,67.47,66.34,08/01/2018,08/31/2018
Other,chicago,area_3,18,1820,44.03,66.72,03/01/2021,03/31/2021
Other,chicago,area_2,6,610,56.26,56.68,12/01/2017,12/31/2017
Other,chicago,area_4,,,50.09,42.89,04/01/2019,04/30/2019
Other,chicago,area_5,25,2550,59.38,54.5,05/01/2018,05/31/2018
Other,chicago,area_3,1,120,59.34,70.3,11/01/2019,11/30/2019
Other,chicago,area_2,5,510,53.06,50.65,07/01/2019,07/31/2019
Other,chicago,NORTH,,,65.65,54.51,05/27/2018,06/02/2018
Other,chicago,area_4,,,58.98,53.83,12/01/2017,12/31/2017
Other,chicago,area_1,7,720,59.1,59.16,11/01/2017,11/30/2017
Other,chicago,area_3,19,1930,62.85,68.33,03/01/2020,03/31/2020
Other,chicago,area_2,5,,57.81,39.46,09/01/2018,09/30/2018
Other,chicago,area_1,3,330,50.17,45.55,01/01/2019,01/31/2019
Other,chicago,area_2,6,610,39.38,42.3,03/01/2021,03/31/2021
Other,chicago,area_1,7,720,51.76,48.72,07/01/2019,07/31/2019
Other,chicago,area_5,17,,58.86,65.45,09/01/2020,09/30/2020
Other,chicago,area_1,2,220,62.89,52.81,04/01/2019,04/30/2019
Other,chicago,area_3,18,,71.59,68.02,03/01/2018,03/31/2018
Other,chicago,NORTH,,,66.37,65.48,03/10/2019,03/16/2019
Other,chicago,area_3,20,,65.79,67.49,08/01/2020,08/31/2020
Other,chicago,area_3,12,,63.68,64.59,10/01/2018,10/31/2018
Other,chicago,area_4,10,,45.46,47.46,09/01/2018,09/30/2018
Other,chicago,area_3,24,2410,70.86,69.11,07/01/2018,07/31/2018
Other,chicago,NORTH,,,68.98,63.21,01/07/2018,01/13/2018
Other,chicago,area_5,14,1420,62.87,64.82,10/01/2018,10/31/2018
Other,chicago,area_3,20,2010,70.32,67.97,10/01/2020,10/31/2020
Other,chicago,area_5,,,64.84,65.64,12/01/2018,12/31/2018
Other,chicago,area_5,25,,53.85,67.8,08/01/2020,08/31/2020
Other,chicago,CENTRAL,,,58.53,59.43,11/11/2018,11/17/2018
Other,chicago,area_3,20,,70.96,70.39,12/01/2017,12/31/2017
Other,chicago,area_5,14,,64.54,63.06,10/01/2018,10/31/2018
Other,chicago,area_4,11,1110,48.64,50.74,08/01/2018,08/31/2018
Other,chicago,area_2,22,2230,53.39,53.19,11/01/2017,11/30/2017
Other,chicago,area_2,5,530,48.27,50.25,12/01/2019,12/31/2019
Other,chicago,area_3,24,2410,62.74,60.8,04/01/2018,04/30/2018
Other,chicago,area_5,16,1630,58.1,70.41,03/01/2021,03/31/2021
Other,chicago,area_1,8,820,52.99,56.44,12/01/2017,12/31/2017
Other,chicago,area_2,4,410,44.35,51.67,05/01/2020,05/31/2020
Other,chicago,area_4,11,1130,39.95,39.79,08/01/2019,08/31/2019
Other,chicago,area_2,5,530,47.62,48.95,12/01/2018,12/31/2018
Other,chicago,area_5,25,2520,65.37,70.26,04/01/2020,04/30/2020
Other,chicago,area_3,24,2410,58.68,64.73,02/01/2020,02/29/2020
Other,chicago,area_4,11,,50.7,46.35,01/01/2019,01/31/2019
Other,chicago,area_2,6,,43.64,51.4,09/01/2019,09/30/2019
Other,chicago,area_2,22,,61.09,65.23,11/01/2019,11/30/2019
Other,chicago,area_1,9,,52.67,54.63,03/01/2018,03/31/2018
Other,chicago,area_3,24,2430,70.63,65.44,07/01/2018,07/31/2018
Other,chicago,area_2,5,530,45.55,49.27,02/01/2021,02/28/2021
Other,chicago,area_2,5,530,64.27,54.13,03/01/2018,03/31/2018
Other,chicago,area_4,15,,42.01,49.29,08/01/2020,08/31/2020
Other,chicago,area_1,3,,51.3,55.35,08/01/2019,08/31/2019
Other,chicago,area_1,9,910,59.66,54.61,01/01/2018,01/31/2018
Other,chicago,area_4,15,1520,49.09,54.43,03/01/2020,03/31/2020
Other,chicago,area_3,19,,65.64,77.6,06/01/2020,06/30/2020
Other,chicago,area_4,15,1520,48.12,36.99,04/01/2019,04/30/2019
Other,chicago,area_3,,,64.54,69.09,12/01/2019,12/31/2019
Other,chicago,area_3,24,,67.63,62.78,03/01/2018,03/31/2018
Other,chicago,area_5,17,1720,55.75,74.33,02/01/2021,02/28/2021
Other,chicago,area_3,20,,64.21,61.61,12/01/2020,12/31/2020
Other,chicago,,,,65.98,60.43,01/07/2018,01/13/2018
Other,chicago,,,,65.98,60.43,01/07/2018,01/13/2018
Other,chicago,area_3,18,1810,67.98,72.35,07/01/2020,07/31/2020
Other,chicago,area_3,19,1910,66.76,65.78,06/01/2019,06/30/2019
Other,chicago,area_3,20,2030,70.48,70.31,07/01/2020,07/31/2020
Other,chicago,area_2,6,630,57.48,56.9,06/01/2020,06/30/2020
Other,chicago,area_2,4,410,56.04,41.88,10/01/2020,10/31/2020
Other,chicago,area_1,9,930,48.79,56.35,08/01/2019,08/31/2019
Other,chicago,NORTH,,,63.41,58.34,06/10/2018,06/16/2018
Other,chicago,area_3,18,1810,67.43,76.35,05/01/2019,05/31/2019
Other,chicago,area_1,3,320,51.9,51.21,10/01/2019,10/31/2019
Other,chicago,area_2,4,,58.06,57.67,07/01/2018,07/31/2018
Other,chicago,area_1,2,210,49.66,48.69,11/01/2019,11/30/2019
Other,chicago,,,,55.87,65.34,06/01/2020,06/30/2020
Other,chicago,area_3,,,65.22,66.62,10/01/2018,10/31/2018
Other,chicago,CENTRAL,,,62,62.77,07/29/2018,08/04/2018
Other,chicago,area_2,6,610,51.87,60.59,11/01/2017,11/30/2017
Other,chicago,area_5,,,65.76,65.49,09/01/2018,09/30/2018
Other,chicago,area_3,,,63.6,68.46,11/01/2019,11/30/2019
Other,chicago,area_3,19,1910,71.12,63.41,05/01/2018,05/31/2018
Other,chicago,area_2,4,420,53.29,53.06,11/01/2017,11/30/2017
Other,chicago,area_3,1,130,53.71,67.93,08/01/2020,08/31/2020
Other,chicago,area_1,2,230,56.46,59.68,12/01/2019,12/31/2019
Other,chicago,area_4,11,1110,42.64,47.93,11/01/2020,11/30/2020
Other,chicago,SOUTH,,,56.64,57.39,11/19/2017,11/25/2017
Other,chicago,area_4,10,1020,44.35,50.62,11/01/2017,11/30/2017
Other,chicago,area_2,4,430,57.56,57.62,12/01/2017,12/31/2017
Other,chicago,area_2,6,630,51.3,47.38,06/01/2019,06/30/2019
Other,chicago,area_5,16,1650,65.63,84.88,08/01/2020,08/31/2020
Other,chicago,,,,58.04,56.73,05/01/2019,05/31/2019
Other,chicago,area_5,25,2550,56.65,55.59,05/01/2019,05/31/2019
Other,chicago,area_5,16,1650,67.05,81.94,03/01/2021,03/31/2021
Other,chicago,area_1,3,,47.79,49.18,11/01/2020,11/30/2020
Other,chicago,area_5,25,2530,62.73,62.55,08/01/2019,08/31/2019
Other,chicago,area_2,4,420,52.32,53.18,03/01/2019,03/31/2019
Other,chicago,CENTRAL,,,65.74,58.73,04/01/2018,04/07/2018
Other,chicago,area_5,17,1720,54.83,67.3,08/01/2020,08/31/2020
Other,chicago,area_5,17,,62.47,78,06/01/2020,06/30/2020
Other,chicago,area_3,18,1830,72.19,70.64,02/01/2018,02/28/2018
Other,chicago,area_3,20,2020,71.23,62.72,06/01/2018,06/30/2018
Other,chicago,area_2,5,,51.95,59.98,03/01/2020,03/31/2020
Other,chicago,area_5,25,2520,60.52,62.58,01/01/2018,01/31/2018
Other,chicago,area_4,15,1510,55.76,56.96,11/01/2018,11/30/2018
Other,chicago,area_3,1,130,64.5,77.59,05/01/2020,05/31/2020
Other,chicago,area_2,6,620,58.4,44.31,04/01/2018,04/30/2018
Other,chicago,area_1,2,,64.64,56.51,08/01/2020,08/31/2020
Other,chicago,area_4,10,1030,54.16,48.6,01/01/2019,01/31/2019
Other,chicago,area_1,2,220,56.1,54.64,01/01/2019,01/31/2019
Other,chicago,CENTRAL,,,56.23,62.55,03/10/2019,03/16/2019
Other,chicago,area_1,8,820,43.08,68.61,11/01/2020,11/30/2020
Other,chicago,CENTRAL,,,65.24,54.85,05/13/2018,05/19/2018
Other,chicago,CENTRAL,,,69.35,60.14,02/04/2018,02/10/2018
Other,chicago,area_4,,,60.24,57.31,01/01/2018,01/31/2018
Other,chicago,area_5,16,1620,67.69,78.98,09/01/2019,09/30/2019
Other,chicago,area_4,10,1010,46.48,46.97,01/01/2021,01/31/2021
Other,chicago,area_1,3,320,58.63,53.23,07/01/2018,07/31/2018
Other,chicago,area_3,18,1830,72.58,74.98,01/01/2019,01/31/2019
Other,chicago,area_2,5,,60.45,59.75,12/01/2017,12/31/2017
Other,chicago,area_2,6,,45.63,50.27,08/01/2019,08/31/2019
Other,chicago,area_5,17,1730,63.59,62.88,07/01/2020,07/31/2020
Other,chicago,area_1,3,320,55.9,52.24,01/01/2020,01/31/2020
Other,chicago,area_5,14,1420,53.48,59.25,09/01/2020,09/30/2020
Other,chicago,area_5,25,2550,62.28,63.57,07/01/2019,07/31/2019
Other,chicago,area_4,11,1130,40.37,63.28,08/01/2020,08/31/2020
Other,chicago,area_5,14,1420,65.7,63.03,08/01/2018,08/31/2018
Other,chicago,area_3,18,1830,45.36,70.99,02/01/2021,02/28/2021
Other,chicago,area_4,10,1010,42.62,57.52,07/01/2018,07/31/2018
Other,chicago,area_5,17,1710,64.95,67.67,06/01/2019,06/30/2019
Other,chicago,area_1,,,56.16,59.04,02/01/2020,02/29/2020
Other,chicago,area_3,1,110,65.67,66.42,02/01/2020,02/29/2020
Other,chicago,area_2,4,430,62.63,57.67,11/01/2018,11/30/2018
Other,chicago,area_5,16,1630,69.33,67.92,02/01/2018,02/28/2018
Other,chicago,area_3,24,2430,63.62,64.02,08/01/2019,08/31/2019
Other,chicago,area_5,16,,65.3,83.08,09/01/2020,09/30/2020
Other,chicago,area_1,2,230,52.39,49.6,02/01/2021,02/28/2021
Other,chicago,NORTH,,,66.3,59.97,06/24/2018,06/30/2018
Other,chicago,area_3,20,2010,66.62,69.21,03/01/2020,03/31/2020
Other,chicago,area_1,3,320,56.51,53,02/01/2020,02/29/2020
Other,chicago,area_4,10,1020,44.85,48.92,09/01/2019,09/30/2019
Other,chicago,area_4,15,1510,44.26,50.65,08/01/2020,08/31/2020
Other,chicago,area_5,16,1630,57.46,81.44,09/01/2020,09/30/2020
Other,chicago,area_3,18,,60.54,70.6,09/01/2019,09/30/2019
Other,chicago,SOUTH,,,48.45,44.73,01/20/2019,01/26/2019
Other,chicago,area_1,2,,56.41,58.73,07/01/2020,07/31/2020
Other,chicago,area_1,8,,54.07,73.63,06/01/2020,06/30/2020
Other,chicago,area_4,11,1130,50.89,46.23,01/01/2021,01/31/2021
Other,chicago,area_5,14,1420,57.23,63.77,02/01/2020,02/29/2020
Other,chicago,SOUTH,,,50,41.32,09/09/2018,09/15/2018
Other,chicago,area_1,7,720,42.55,43.38,04/01/2019,04/30/2019
Other,chicago,area_1,,,55.8,61.23,04/01/2020,04/30/2020
Other,chicago,,,,61.67,57.35,06/24/2018,06/30/2018
Other,chicago,,,,61.67,57.35,06/24/2018,06/30/2018
Other,chicago,area_4,11,,50.13,45.38,02/01/2019,02/28/2019
Other,chicago,area_1,2,220,44.4,53.06,02/01/2021,02/28/2021
Other,chicago,area_4,15,1520,48.23,43.19,06/01/2019,06/30/2019
Other,chicago,SOUTH,,,55.99,43.11,09/23/2018,09/29/2018
Other,chicago,area_1,2,210,60.6,63.99,11/01/2020,11/30/2020
Other,chicago,area_3,19,1930,71.5,73.87,07/01/2018,07/31/2018
Other,chicago,area_2,6,630,56.1,53.06,12/01/2019,12/31/2019
Other,chicago,area_2,6,,54.77,49.03,09/01/2020,09/30/2020
Other,chicago,area_5,16,1650,66.84,76.29,12/01/2019,12/31/2019
Other,chicago,area_3,20,2010,70.47,68.41,03/01/2019,03/31/2019
Other,chicago,area_3,19,1930,71.54,67.64,03/01/2019,03/31/2019
Other,chicago,CENTRAL,,,59.06,58.76,08/12/2018,08/18/2018
Other,chicago,area_3,12,1210,49.76,52.41,01/01/2021,01/31/2021
Other,chicago,area_4,15,1530,51.87,63.69,02/01/2020,02/29/2020
Other,chicago,area_3,18,1820,66,75.67,04/01/2019,04/30/2019
Other,chicago,area_2,22,2220,53.67,55.8,05/01/2020,05/31/2020
Other,chicago,area_1,8,810,66.92,70.15,04/01/2019,04/30/2019
Other,chicago,area_2,4,410,53.54,48.94,10/01/2019,10/31/2019
Other,chicago,area_1,3,310,50.04,51.95,11/01/2020,11/30/2020
Other,chicago,area_3,24,2430,69.86,65.67,11/01/2019,11/30/2019
Other,chicago,area_1,8,,59.43,61.29,04/01/2019,04/30/2019
Other,chicago,area_1,9,920,55.5,70.32,07/01/2020,07/31/2020
Other,chicago,area_3,12,1230,63.6,62.25,11/01/2018,11/30/2018
Other,chicago,area_2,5,520,56.48,50.3,07/01/2019,07/31/2019
Other,chicago,area_1,9,920,60.63,56.11,12/01/2017,12/31/2017
Other,chicago,area_1,9,910,57.01,55.12,03/01/2018,03/31/2018
Other,chicago,area_1,9,930,51.87,54.23,07/01/2019,07/31/2019
Other,chicago,area_3,20,,66.93,68.73,11/01/2017,11/30/2017
Other,chicago,area_1,8,,60.62,60.06,12/01/2019,12/31/2019
Other,chicago,area_2,,,59.18,57.22,02/01/2018,02/28/2018
Other,chicago,area_3,18,1810,72.45,71.33,07/01/2018,07/31/2018
Other,chicago,area_5,14,,62.11,61.37,07/01/2019,07/31/2019
Other,chicago,area_5,16,,68.72,66.54,12/01/2017,12/31/2017
Other,chicago,area_5,16,,69.72,67.5,01/01/2018,01/31/2018
Other,chicago,area_1,2,220,60.64,45.71,09/01/2020,09/30/2020
Other,chicago,area_3,24,2420,60.19,64.49,03/01/2019,03/31/2019
Other,chicago,area_5,16,1620,71.46,61.73,06/01/2018,06/30/2018
Other,chicago,area_3,18,1830,67.17,66.96,07/01/2019,07/31/2019
Other,chicago,area_1,3,,47.44,46.22,02/01/2019,02/28/2019
Other,chicago,area_5,16,1620,68.52,73.11,02/01/2019,02/28/2019
Other,chicago,area_3,20,2020,69.8,65.07,11/01/2017,11/30/2017
Other,chicago,area_3,20,2030,72.33,65.31,12/01/2018,12/31/2018
Other,chicago,area_3,12,1220,54.92,58.3,12/01/2017,12/31/2017
Other,chicago,area_5,25,2540,60.94,60.12,05/01/2018,05/31/2018
Other,chicago,area_2,4,410,41.61,51.14,07/01/2020,07/31/2020
Other,chicago,area_1,8,830,55.53,59.2,09/01/2019,09/30/2019
Other,chicago,area_5,,,61.34,74.78,06/01/2020,06/30/2020
Other,chicago,area_2,5,530,62.26,57.78,04/01/2018,04/30/2018
Other,chicago,area_1,2,,56.52,54.32,10/01/2019,10/31/2019
Other,chicago,area_5,25,2550,59.57,59.81,12/01/2017,12/31/2017
Other,chicago,area_5,,,60.91,66.14,01/01/2021,01/31/2021
Other,chicago,area_4,15,1510,56.01,61.23,07/01/2018,07/31/2018
Other,chicago,CENTRAL,,,66.12,60.68,03/04/2018,03/10/2018
Other,chicago,area_1,8,,56.99,62.66,01/01/2019,01/31/2019
Other,chicago,area_1,9,,57.2,67.54,05/01/2020,05/31/2020
Other,chicago,area_2,4,410,50.75,51.08,01/01/2019,01/31/2019
Other,chicago,area_5,17,1710,58.12,67.83,02/01/2021,02/28/2021
Other,chicago,area_3,18,,67.62,69.97,10/01/2018,10/31/2018
Other,chicago,area_3,12,1220,52.19,59.02,02/01/2020,02/29/2020
Other,chicago,area_4,10,1030,47.85,53.11,01/01/2020,01/31/2020
Other,chicago,area_3,20,,67.69,65.99,11/01/2018,11/30/2018
Other,chicago,area_2,5,510,57.17,60.11,11/01/2017,11/30/2017
Other,chicago,area_2,6,,50.92,44.48,02/01/2019,02/28/2019
Other,chicago,area_2,,,60.75,54.85,03/01/2018,03/31/2018
Other,chicago,SOUTH,,,60.37,59.12,07/08/2018,07/14/2018
Other,chicago,area_4,,,45.94,50.22,12/01/2020,12/31/2020
Other,chicago,area_4,15,1520,38.99,49.48,08/01/2020,08/31/2020
Other,chicago,area_3,1,120,48.3,68.36,10/01/2020,10/31/2020
Other,chicago,area_5,14,,65.83,61.17,09/01/2018,09/30/2018
Other,chicago,area_5,25,2550,51.92,59.66,06/01/2020,06/30/2020
Other,chicago,area_3,12,1210,62.85,67.29,12/01/2019,12/31/2019
Other,chicago,area_3,24,2420,65.03,56.32,06/01/2019,06/30/2019
Other,chicago,area_3,12,1230,57.6,56.33,07/01/2019,07/31/2019
Other,chicago,SOUTH,,,52.65,54.77,08/19/2018,08/25/2018
Other,chicago,area_3,,,69.97,66.87,07/01/2018,07/31/2018
Other,chicago,area_5,17,1730,70.9,67.33,04/01/2019,04/30/2019
Other,chicago,area_5,14,1430,62.11,62.33,09/01/2019,09/30/2019
Other,chicago,area_2,22,2230,53.85,56.77,09/01/2019,09/30/2019
Other,chicago,area_3,20,2020,64.43,66.17,08/01/2020,08/31/2020
Other,chicago,area_2,22,2220,58.1,58.13,02/01/2018,02/28/2018
Other,chicago,area_5,25,2530,56.92,57.14,11/01/2018,11/30/2018
Other,chicago,area_3,18,1820,43.79,79.53,08/01/2020,08/31/2020
Other,chicago,area_1,8,830,55.9,59.29,06/01/2019,06/30/2019
Other,chicago,area_1,9,910,55.9,60.4,08/01/2019,08/31/2019
Other,chicago,area_3,24,2420,67.55,61.04,05/01/2019,05/31/2019
Other,chicago,area_1,3,,52.96,46.83,10/01/2020,10/31/2020
Other,chicago,area_3,1,130,73.61,62.11,05/01/2018,05/31/2018
Other,chicago,area_1,9,920,55.62,53.3,06/01/2019,06/30/2019
Other,chicago,area_1,3,320,48.33,49.01,11/01/2020,11/30/2020
Other,chicago,area_1,9,930,45.6,49.52,03/01/2018,03/31/2018
Other,chicago,area_3,24,2410,67.52,70.88,07/01/2020,07/31/2020
Other,chicago,area_5,16,,70.88,72.91,05/01/2019,05/31/2019
Other,chicago,area_5,17,1730,62.75,70.41,10/01/2020,10/31/2020
Other,chicago,area_5,16,1650,69.42,79.5,03/01/2020,03/31/2020
Other,chicago,area_2,5,510,57.46,54.35,01/01/2018,01/31/2018
Other,chicago,area_5,14,1410,70.28,58.67,05/01/2019,05/31/2019
Other,chicago,area_4,11,1120,49.84,45.75,02/01/2019,02/28/2019
Other,chicago,CENTRAL,,,55.54,53.97,11/26/2017,12/02/2017
Other,chicago,area_5,14,1420,45.77,72.82,08/01/2020,08/31/2020
Other,chicago,area_5,25,2550,59.63,55.01,04/01/2018,04/30/2018
Other,chicago,area_2,5,510,60.31,56.67,12/01/2018,12/31/2018
Other,chicago,area_5,16,,72.35,73.53,11/01/2018,11/30/2018
Other,chicago,area_4,11,1110,46.25,40.22,12/01/2018,12/31/2018
Other,chicago,,,,50.49,58.49,03/01/2021,03/31/2021
Other,chicago,area_1,7,,49.89,43.91,08/01/2019,08/31/2019
Other,chicago,area_3,12,1210,65.12,71.12,04/01/2020,04/30/2020
Other,chicago,area_3,18,1810,65.53,69.35,11/01/2017,11/30/2017
Other,chicago,area_2,5,510,56.77,57.6,05/01/2018,05/31/2018
Other,chicago,area_3,24,2410,66.68,71.27,08/01/2019,08/31/2019
Other,chicago,area_5,25,2520,54.08,54.73,10/01/2018,10/31/2018
Other,chicago,area_2,4,430,48.27,64.86,09/01/2020,09/30/2020
Other,chicago,area_3,1,,69.63,69.75,08/01/2018,08/31/2018
Other,chicago,NORTH,,,64.31,63.48,02/24/2019,03/02/2019
Other,chicago,area_3,18,1820,48.93,70.23,01/01/2021,01/31/2021
Other,chicago,area_1,,,54.85,57.68,01/01/2020,01/31/2020
Other,chicago,area_5,25,2510,60.26,67.91,01/01/2021,01/31/2021
Other,chicago,area_1,3,,49.77,52.93,09/01/2019,09/30/2019
Other,chicago,area_3,1,120,53.22,59.29,02/01/2020,02/29/2020
Other,chicago,area_1,8,810,63.35,75.52,04/01/2020,04/30/2020
Other,chicago,area_1,8,830,54.44,66.36,12/01/2020,12/31/2020
Other,chicago,area_5,16,1610,70.82,76.95,12/01/2019,12/31/2019
Other,chicago,area_1,2,210,68.6,59.96,08/01/2020,08/31/2020
Other,chicago,area_3,18,1830,72.91,66.75,04/01/2018,04/30/2018
Other,chicago,area_3,24,2420,65.48,62.14,05/01/2018,05/31/2018
Other,chicago,area_1,2,220,63.93,60.95,11/01/2017,11/30/2017
Other,chicago,area_2,4,,48.24,54.54,02/01/2021,02/28/2021
Other,chicago,area_1,7,720,35.28,39,02/01/2021,02/28/2021
Other,chicago,area_5,17,1730,63.37,66.57,08/01/2020,08/31/2020
Other,chicago,,,,63.49,56.99,04/08/2018,04/14/2018
Other,chicago,,,,63.49,56.99,04/08/2018,04/14/2018
Other,chicago,area_3,19,,65.83,70.38,10/01/2019,10/31/2019
Other,chicago,area_1,9,,55.49,54.16,04/01/2019,04/30/2019
Other,chicago,area_3,,,58.38,65.9,10/01/2020,10/31/2020
Other,chicago,area_2,5,510,47.69,49.69,01/01/2019,01/31/2019
Other,chicago,area_4,11,,59.6,52.24,04/01/2018,04/30/2018
Other,chicago,area_5,14,1430,52.33,73.04,08/01/2020,08/31/2020
Other,chicago,area_2,5,520,55.51,51.62,08/01/2018,08/31/2018
Other,chicago,area_2,4,410,47.78,51.4,01/01/2021,01/31/2021
Other,chicago,area_3,19,,70.11,61.56,11/01/2017,11/30/2017
Other,chicago,area_3,20,2010,68.65,66.57,05/01/2019,05/31/2019
Other,chicago,area_1,7,730,60.38,47.68,02/01/2018,02/28/2018
Other,chicago,area_5,14,1420,61.16,59.91,06/01/2019,06/30/2019
Other,chicago,SOUTH,,,49.19,48.31,01/27/2019,02/02/2019
Other,chicago,area_1,3,310,51.91,48.5,08/01/2018,08/31/2018
Other,chicago,area_5,16,1620,59.03,79.66,03/01/2021,03/31/2021
Other,chicago,area_5,25,2530,64.12,65.66,12/01/2019,12/31/2019
Other,chicago,area_3,19,,62.09,67.22,03/01/2021,03/31/2021
Other,chicago,area_1,3,,47.47,51.13,06/01/2020,06/30/2020
Other,chicago,area_1,7,720,48.16,45.63,06/01/2019,06/30/2019
Other,chicago,area_3,24,,63.69,63.14,08/01/2019,08/31/2019
Other,chicago,area_1,2,220,61.46,58.6,02/01/2019,02/28/2019
Other,chicago,area_1,8,810,63.73,63.98,07/01/2019,07/31/2019
Other,chicago,area_3,20,,65.42,62.78,02/01/2021,02/28/2021
Other,chicago,area_4,10,1010,61.87,61.38,01/01/2018,01/31/2018
Other,chicago,area_5,14,1410,63.41,56.28,12/01/2020,12/31/2020
Other,chicago,area_1,9,920,51.37,60.94,10/01/2018,10/31/2018
Other,chicago,area_2,6,,56.4,50.84,11/01/2019,11/30/2019
Other,chicago,area_5,14,,62.52,64.46,01/01/2020,01/31/2020
Other,chicago,area_2,22,2220,62.07,59.72,03/01/2018,03/31/2018
Other,chicago,area_3,1,,71.74,67.13,03/01/2018,03/31/2018
Other,chicago,area_1,8,830,63.21,62.85,12/01/2017,12/31/2017
Other,chicago,area_3,20,2020,65.16,64.19,12/01/2020,12/31/2020
Other,chicago,area_5,16,1610,67.76,79.76,02/01/2020,02/29/2020
Other,chicago,area_3,18,1830,73.09,62.54,05/01/2018,05/31/2018
Other,chicago,area_3,12,1230,55.74,58.34,01/01/2018,01/31/2018
Other,chicago,area_1,7,730,60.78,60.37,12/01/2017,12/31/2017
Other,chicago,area_3,1,120,67.15,76.65,03/01/2019,03/31/2019
Other,chicago,area_1,8,810,64.34,75.23,02/01/2019,02/28/2019
Other,chicago,area_3,24,,60.95,65.79,12/01/2018,12/31/2018
Other,chicago,CENTRAL,,,61.38,60.96,12/16/2018,12/22/2018
Other,chicago,area_1,7,720,49.97,48.78,02/01/2020,02/29/2020
Other,chicago,area_1,7,710,46.5,41.84,06/01/2018,06/30/2018
Other,chicago,area_5,25,2550,51.48,66.14,09/01/2020,09/30/2020
Other,chicago,area_1,7,720,59.09,53.98,03/01/2018,03/31/2018
Other,chicago,area_3,24,2420,66.56,58.67,03/01/2018,03/31/2018
Other,chicago,area_1,3,320,61.72,53.32,04/01/2018,04/30/2018
Other,chicago,area_3,19,1920,71.16,59.87,05/01/2018,05/31/2018
Other,chicago,area_2,6,610,50.4,49.41,06/01/2019,06/30/2019
Other,chicago,area_4,10,1010,52.5,52.21,04/01/2018,04/30/2018
Other,chicago,area_3,12,,56.54,65.25,12/01/2019,12/31/2019
Other,chicago,area_2,6,610,57.61,58.85,03/01/2018,03/31/2018
Other,chicago,area_1,7,,47,44.35,04/01/2019,04/30/2019
Other,chicago,area_3,1,120,55.9,71.83,05/01/2020,05/31/2020
Other,chicago,area_3,12,1220,55.52,56.53,11/01/2020,11/30/2020
Other,chicago,area_2,6,610,58.94,52.72,04/01/2020,04/30/2020
Other,chicago,area_3,18,1820,70.33,70.74,07/01/2019,07/31/2019
Other,chicago,area_3,20,,68.6,62.38,04/01/2018,04/30/2018
Other,chicago,area_5,16,1650,69.53,72.96,11/01/2019,11/30/2019
Other,chicago,area_3,19,1920,67.18,69.63,12/01/2017,12/31/2017
Other,chicago,area_5,25,2520,56.46,57.59,08/01/2018,08/31/2018
Other,chicago,area_3,19,1930,67.96,74.32,06/01/2019,06/30/2019
Other,chicago,area_2,4,420,47.26,49.81,02/01/2019,02/28/2019
Other,chicago,area_3,12,,52.72,61.6,09/01/2020,09/30/2020
Other,chicago,area_2,22,2210,67.94,70.94,07/01/2019,07/31/2019
Other,chicago,area_3,19,,66.24,70.55,09/01/2019,09/30/2019
Other,chicago,area_3,,,65.62,66.98,11/01/2018,11/30/2018
Other,chicago,area_5,25,2530,57.36,54.7,03/01/2018,03/31/2018
Other,chicago,area_1,2,,48.5,52.27,02/01/2021,02/28/2021
Other,chicago,area_5,16,1610,68.3,88.1,08/01/2020,08/31/2020
Other,chicago,area_1,8,,51.62,69.08,01/01/2021,01/31/2021
Other,chicago,area_1,9,910,58.06,62.02,11/01/2019,11/30/2019
Other,chicago,area_4,15,1510,60.41,60.74,08/01/2018,08/31/2018
Other,chicago,,,,64.68,58.67,01/14/2018,01/20/2018
Other,chicago,,,,64.68,58.67,01/14/2018,01/20/2018
Other,chicago,area_3,1,120,71.17,74.09,05/01/2019,05/31/2019
Other,chicago,,,,58.78,57.55,01/27/2019,02/02/2019
Other,chicago,,,,58.78,57.55,01/27/2019,02/02/2019
Other,chicago,area_2,,,52.92,55.43,10/01/2020,10/31/2020
Other,chicago,area_1,3,330,59.71,56.63,03/01/2018,03/31/2018
Other,chicago,area_5,17,1730,69.05,68.69,01/01/2019,01/31/2019
Other,chicago,,,,64.91,65.48,07/15/2018,07/21/2018
Other,chicago,,,,64.91,65.48,07/15/2018,07/21/2018
Other,chicago,area_1,3,330,44.57,48.35,03/01/2021,03/31/2021
Other,chicago,area_3,24,2430,67.11,71.31,04/01/2020,04/30/2020
Other,chicago,area_1,7,,51.09,50.26,10/01/2020,10/31/2020
Other,chicago,area_1,9,910,52.9,54.04,02/01/2018,02/28/2018
Other,chicago,area_2,22,,55.81,72.03,03/01/2021,03/31/2021
Other,chicago,area_3,24,2430,57.31,64.49,03/01/2021,03/31/2021
Other,chicago,area_5,25,2520,55.36,57.72,05/01/2019,05/31/2019
Other,chicago,area_2,22,2210,70.8,81.17,02/01/2020,02/29/2020
Other,chicago,area_2,6,630,52.88,46.59,08/01/2018,08/31/2018
Other,chicago,area_5,25,2510,62.12,61.19,01/01/2019,01/31/2019
Other,chicago,area_3,12,1210,68.09,58.29,03/01/2018,03/31/2018
Other,chicago,area_4,10,1030,50.25,58,11/01/2017,11/30/2017
